b1_nummer;politician;vote;law;date;house;pdc_naam;category
01445;Visser van IJzendoorn;1;Kieswet 1918;1919-05-09;Tweede Kamer;Visser van IJzendoorn;electoral
00432;de Geer;1;Kieswet 1918;1919-05-09;Tweede Kamer;Geer;electoral
01584;Wijnkoop;1;Kieswet 1918;1919-05-09;Tweede Kamer;Wijnkoop;electoral
01086;van Ravesteijn;1;Kieswet 1918;1919-05-09;Tweede Kamer;Ravesteyn;electoral
00410;Fock;1;Kieswet 1918;1919-05-09;Tweede Kamer;Fock;electoral
01293;A.P. Staalman;0;Kieswet 1918;1919-05-09;Tweede Kamer;Staalman;electoral
01215;Schokking;0;Kieswet 1918;1919-05-09;Tweede Kamer;Schokking;electoral
00354;Duymaer van Twist;0;Kieswet 1918;1919-05-09;Tweede Kamer;Duymaer van Twist;electoral
01610;Zijlstra;0;Kieswet 1918;1919-05-09;Tweede Kamer;Zijlstra;electoral
00940;de Monté verLoren;0;Kieswet 1918;1919-05-09;Tweede Kamer;Monté VerLoren;electoral
01548;de Wilde;0;Kieswet 1918;1919-05-09;Tweede Kamer;Wilde;electoral
01283;Snoeck Henkemans;0;Kieswet 1918;1919-05-09;Tweede Kamer;Snoeck Henkemans;electoral
00106;Beumer;0;Kieswet 1918;1919-05-09;Tweede Kamer;Beumer;electoral
01470;van der Voort van Zijp;0;Kieswet 1918;1919-05-09;Tweede Kamer;Voort van Zijp;electoral
00540; Heemskerk;0;Kieswet 1918;1919-05-09;Tweede Kamer;Heemskerk;electoral
