b1_nummer;politician;vote;law;date;house;pdc_naam;category;district;sum_industry;sum_services;sum_agriculture;industry;services;agriculture;total_pers_taxes;vermogen_tax;income_tax;catholics;geref;hervormd;catholic_pct;geref_pct;hervormd_pct
01172;van Sasse van Ysselt;0;Successiewet 1921;1921-04-14;Tweede Kamer;Sasse van Ysselt;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01328;Swane;0;Successiewet 1921;1921-04-14;Tweede Kamer;Swane;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00191;Braat;0;Successiewet 1921;1921-04-14;Tweede Kamer;Braat;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00106;Beumer;0;Successiewet 1921;1921-04-14;Tweede Kamer;Beumer;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01514;Weitkamp;0;Successiewet 1921;1921-04-14;Tweede Kamer;Weitkamp;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01283;Snoeck Henkemans;0;Successiewet 1921;1921-04-14;Tweede Kamer;Snoeck Henkemans;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00733;Koolen;0;Successiewet 1921;1921-04-14;Tweede Kamer;Koolen;fiscal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00702;Kleerekoper;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Kleerekoper;social;Amsterdam VIII;92534;237915;2814;0,277660586383727;0,7138950371913034;0,00844375651526195;1203224;63;613;146338;35054;187360;0,396846661170651260;9,50611793291969e-02;0,50809215950015185
00892;de Meester;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Meester;social;Den Helder;10859;10841;6031;0,391583426490209;0,3909288131966324;0,21747610336040105;68331;1001;4604;9541;3986;27152;0,234543622016273740;9,79866761719806e-02;0,66746970181174559
00557;Helsdingen;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Helsdingen;social;Franeker;10607;5385;7540;0,450747917729050;0,2288329446722200;0,32040550138335255;72481;1195;2004;2265;8497;22558;0,067977190876350541;2,55012004801921e-01;0,67701080432172867
00655;de Jong;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Jong;social;Hoorn;9431;7798;5471;0,415462555066079;0,3435179419012400;0,24100515778791057;101901;3306;8711;16229;1938;21707;0,407007072277674686;4,86030997642574e-02;0,54438982795806790
01400;van de Velde;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Velde;social;Delft;15339;14764;3971;0,450167282972354;0,4332865219400032;0,11653744921485815;90453;871;2950;21371;5637;26935;0,396177446563965641;1,04499193593237e-01;0,49932335984279702
00727;Kolkman;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Kolkman;social;Nijmegen;17549;21007;2849;0,423837700760778;0,5073489908554578;0,06880656752179756;94821;791;1315;65193;1432;13955;0,809046909903201827;1,77711590965500e-02;0,17318193100024820
00796;van Leeuwen;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Leeuwen;social;Utrecht II;21707;39567;705;0,350231530034366;0,6383900420413174;0,01137463906785271;247185;91;593;49345;8795;60267;0,416740564324744323;7,42777031763325e-02;0,50898173249892320
00733;D.A.P.N. Koolen;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Koolen;social;Grave;19871;5933;12654;0,516693535805294;0,1542701203813519;0,32902853070399007;47633;6275;5396;54822;28;762;0,985794432856218039;5,03488455728979e-04;0,01370207868805294
01583;van Wijnbergen;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Wijnbergen;social;Elst;16444;9281;6660;0,507765941022078;0,2865788014526850;0,20564572012979473;73500;2070;3350;28664;2998;24439;0,510935633945919010;5,34393326322169e-02;0,43562503342186415
01189;Schaper;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Schaper;social;Appingedam;12841;7418;8086;0,453025224907391;0,2616998216044967;0,28526357787885104;89280;4007;5185;1289;14061;31175;0,027705534658785599;3,02224610424503e-01;0,67006985491671145
00634;Jannink;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Jannink;social;Lochem;23313;7596;14392;0,514624401227346;0,1676765128711279;0,31769239615433875;51769;3198;4448;16688;1381;35215;0,313189700472937482;2,59177238946025e-02;0,66089257563246007
01470;van der Voort van Zijp;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Voort van Zijp;social;Tietjerksteradeel;13240;5971;9075;0,468076080039596;0,2110903342170623;0,32082238945796993;53036;963;1051;77;20601;26784;0,001622350511988538;4,34052505162024e-01;0,56432514432598713
01152;Ruys de Beerenbrouck;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Ruijs de Beerenbrouck;social;Gulpen;36001;16183;7953;0,598649749738098;0,2690995377825474;0,13224612540563882;34318;3477;9252;92566;1167;6368;0,924726026713019844;1,16582251925555e-02;0,06361574809442463
00981;Nolens;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Nolens;social;Venlo;21839;12120;13053;0,464540968263422;0,2578039700394396;0,27764824815352074;42911;3994;4548;66305;293;5810;0,915713733289139298;4,04651419732626e-03;0,08023975251353442
00875;Marchant;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Marchant;social;Deventer;16156;10046;5688;0,506616494198808;0,3150153781126849;0,17835852790682891;75140;986;2059;12286;1746;35927;0,245921655757721319;3,49486578994776e-02;0,71912968634280106
01392;van Veen;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Veen;social;Dokkum;10480;5648;7676;0,440262140816669;0,2372666585646512;0,32245763424912688;55594;1403;2442;949;17521;20758;0,024191903742224942;4,46645253390435e-01;0,52916284286733961
00709;Knobel;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Knobel;social;Zwolle;13267;12343;6481;0,413418092300022;0,3846200177970765;0,20195191283154634;105644;1198;1839;13419;6185;32835;0,255897328324338758;1,17946566486775e-01;0,62615610518888609
00011;Albarda;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Albarda;social;Enschede;48057;20732;6857;0,635288052243344;0,2740637428360868;0,09064481363159994;38199;693;1447;44787;5443;51282;0,441199070060682486;5,36192765387343e-02;0,50518165340058319
00544;Heeres;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Heeres;social;Leiden;12644;16264;627;0,428102251565939;0,5506607164688482;0,02122834679127435;118844;92;482;16645;5605;31632;0,308915778924316098;1,04023607141531e-01;0,58706061393415243
01023;Patijn;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Patijn;social;Zierikzee;12135;6066;9421;0,439323727463616;0,2196040664225246;0,34106057728282635;72131;7190;8143;2928;5494;37146;0,064255617977528087;1,20567064606742e-01;0,81517731741573030
00835;Loeff;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Loeff;social;Waalwijk;13798;5217;5848;0,554961187306439;0,2098251842161702;0,23520171020944669;52094;2743;4507;33305;3379;10332;0,708375872043559673;7,18691509273439e-02;0,21975497702909647
00029;Ankerman;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Ankerman;social;Harlingen;9243;7067;5073;0,432259271383810;0,3304895076858349;0,23723607765380994;73904;873;1849;6245;8538;21035;0,174353676922217871;2,38371768384611e-01;0,58727455469317102
00615;Hugenholtz;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Hugenholtz;social;Weststellingwerf;15158;4947;11527;0,479198280222559;0,1563898918257711;0,36440213677010619;41045;1449;1690;2685;7224;37016;0,057218966435801814;1,53947789025040e-01;0,78883324453915826
00228;Brummelkamp;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Brummelkamp;social;Loosduinen;19625;16961;11391;0,409050169873064;0,3535205492706769;0,23742249303955523;88470;2695;6976;26835;13391;32152;0,370761833706374888;1,85014783497748e-01;0,44422338279587720
00742;Koster;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Koster;social;Assen;16587;10035;10748;0,443858710195344;0,2685277177316980;0,28760490003137845;54898;3083;3662;2024;7192;48034;0,035353711790393011;1,25624454148472e-01;0,83902183406113540
01113;Rink;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Rink;social;Hoogezand;11389;5689;6312;0,486917486105173;0,2432185366670180;0,26985049048465731;55623;1643;2311;1610;8519;26658;0,043765460624677198;2,31576372087966e-01;0,72465816728735699
00410;Fock;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Fock;social;Haarlem;17890;30692;1124;0,359916307890396;0,6174662568668688;0,02261251959356222;125812;98;615;27558;3915;22853;0,507270920001472558;7,20649412804182e-02;0,42066413871810920
00157;Bongaerts;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Bongaerts;social;Roermond;18011;12751;8934;0,453723297057638;0,3212125720065693;0,22505606600115644;45430;2637;6772;58184;674;4155;0,923365019916525198;1,06962055448876e-02;0,06593877453858728
00432;de  Geer;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Geer;social;Schiedam;19338;17197;2070;0,500919570003886;0,4454546525850789;0,05361868298563847;75748;674;3605;19333;9188;38674;0,287714859736587558;1,36736364312821e-01;0,57554877595059151
00090;van  Beresteyn;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Beresteyn;social;Winschoten;12876;7890;7746;0,451599326599327;0,2767212062601570;0,27166814458867045;73652;2868;3739;725;5809;40569;0,015391800946861134;1,23325478207333e-01;0,86128272084580604
00356;Duynstee;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Duynstee;social;Druten;14358;4654;8596;0,520066647348595;0,1685711508173991;0,31135126020550985;51195;4171;4362;32389;1394;15113;0,662405922774869094;2,85094895287958e-02;0,30908458769633507
01075;van Raalte;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Raalte;social;Middelburg;12318;12872;4942;0,408801274392672;0,4271812481004042;0,16400713171725476;111681;4850;6562;7200;10717;37282;0,130437145600463766;1,94152067972246e-01;0,67541078642729035
01124;Roodenburg;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Roodenburg;social;Beverwijk;21047;19985;7744;0,431503198294243;0,4097265704788095;0,15876386835959755;82797;1763;7853;39360;5807;34539;0,493814769277093335;7,28552430180915e-02;0,43332998770481518
01157;van Rijckevorsel;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Rijckevorsel;social;Oosterhout;21855;7537;10392;0,549341443796501;0,1894454034231993;0,26120568632300739;53602;2326;3044;60546;817;3891;0,927851166212033007;1,25203052686425e-02;0,05962852851932449
00106;Beumer;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Beumer;social;Kampen;15533;6515;7065;0,533541716758836;0,2237790885350506;0,24266878102165140;64231;2485;3201;3445;11366;36195;0,067541073599184404;2,22836529035800e-01;0,70962239736501587
01445;Visser van IJzendoorn;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Visser van IJzendoorn;social;Gorinchem;15793;11085;6465;0,473652640734187;0,3324488658704007;0,19388908333736637;85197;5136;7625;7899;9165;40802;0,136505028859779498;1,58383161096326e-01;0,70511181004389456
01446;de Visser;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Visser;social;Katwijk;16965;13851;11709;0,398941798941799;0,3257112301040782;0,27533922338854222;97590;3244;6937;27083;10208;28192;0,413588259548279713;1,55887787670082e-01;0,43052395278163796
01194;Scheurer;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Scheurer;social;Sneek;10892;7933;6526;0,429647745651059;0,3129212083984160;0,25741820240758490;80803;1730;3100;6856;9431;25286;0,164914728309239172;2,26853967719433e-01;0,60823130397132752
01170;Sannes;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Sannes;social;Veendam;15818;9629;7563;0,479188124810663;0,2916952506240484;0,22910703984222328;54378;1502;2533;6382;9123;41393;0,112165629723364621;1,60339554993146e-01;0,72749481528348980
01125;Roodhuyzen;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Roodhuyzen;social;Brielle;12133;5870;8334;0,460682689752060;0,2228764599108845;0,31642873912139413;60728;4651;8620;2413;7744;37293;0,050853530031612221;1,63203371970495e-01;0,78594309799789253
00344;Drion;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Drion;social;Ridderkerk;16100;6720;7019;0,539562317772043;0,2252045473411463;0,23522303392264302;54284;3582;4418;1057;12064;42408;0,019035098777215508;2,17255848295485e-01;0,76370905292729929
00152;Boissevain;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Boissevain;social;Amsterdam VII;92534;237915;2814;0,277660586383727;0,7138950371913034;0,00844375651526195;1203224;63;613;146338;35054;187360;0,396846661170651260;9,50611793291969e-02;0,50809215950015185
01344;Teenstra;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Teenstra;social;Zuidhorn;14425;6007;10042;0,473354334842817;0,1971157936071612;0,32951955985359249;71785;4426;5148;1420;20657;25823;0,029645093945720249;4,31252609603340e-01;0,53910229645093943
00354;Duymaer van Twist;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Duymaer van Twist;social;Steenwijk;12750;5028;8671;0,482059813225453;0,1900982404354691;0,32783015033930268;40771;3551;3874;2496;7267;30641;0,061776061776061778;1,79858429858430e-01;0,75836550836550831
01269;Smeenge;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Smeenge;social;Meppel;16288;7096;11221;0,470683427250397;0,2050542836106637;0,32425316832556850;49190;2671;2321;1439;11268;36902;0,029006833437481103;2,27136205124070e-01;0,74385696143844870
00517;van Hamel;0;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Hamel;social;Amsterdam IV;92534;237915;2814;0,277660586383727;0,7138950371913034;0,00844375651526195;1203224;63;613;146338;35054;187360;0,396846661170651260;9,50611793291969e-02;0,50809215950015185
00665;Juten;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Juten;social;Bergen op Zoom;15870;11501;7393;0,456506731101139;0,3308264001703342;0,21265770819067772;70891;1477;3005;62565;754;3782;0,932400411320248534;1,12367922981774e-02;0,05636279638157404
01009;Otto;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Otto;social;Amsterdam III;92534;237915;2814;0,277660586383727;0,7138950371913034;0,00844375651526195;1203224;63;613;146338;35054;187360;0,396846661170651260;9,50611793291969e-02;0,50809215950015185
00369;Eerdmans;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Eerdmans;social;Rotterdam III;79286;166498;1756;0,320295709784277;0,6726096168943417;0,00709377456796253;511721;66;440;127063;48938;248949;0,299006941993175679;1,15161783739263e-01;0,58583127426756088
00447;Gerhard;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Gerhard;social;Amsterdam II;92534;237915;2814;0,277660586383727;0,7138950371913034;0,00844375651526195;1203224;63;613;146338;35054;187360;0,396846661170651260;9,50611793291969e-02;0,50809215950015185
00374;Eland;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Eland;social;Arnhem;12193;20553;724;0,364296384822229;0,6140656199018412;0,02163067933567976;211668;112;559;28181;3533;28481;0,468161807459091306;5,86925824404020e-02;0,47314561010050671
00337;van Doorn;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Doorn;social;Gouda;18329;11551;5287;0,521198851195723;0,3284564736503900;0,15033617499554691;76612;2080;4236;10881;6796;45351;0,172637557910769818;1,07825093609190e-01;0,71953734848004058
01201;Schimmelpenninck;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Schimmelpenninck;social;Ede;21524;9109;10914;0,518063879461814;0,2192429397586368;0,26268578525475295;52889;1755;3697;2195;10444;47227;0,036665218989075606;1,74456285704741e-01;0,78887849530618381
00822;Limburg;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Limburg;social;Groningen;13336;30190;676;0,301705805167187;0,6829961073279379;0,01529308494796624;156159;136;562;9180;11660;39567;0,151969142649030747;1,93023987286242e-01;0,65500687006472758
00773;K. ter Laan;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Laan;social;'s-Gravenhage I;49353;127659;5821;0,269934858586798;0,6982263132168640;0,03183762874341092;525337;130;666;100949;24691;139331;0,380981314936351512;9,31837823761846e-02;0,52583490268746391
01288;Spiekman;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Spiekman;social;Rotterdam II;79286;166498;1756;0,320295709784277;0,6726096168943417;0,00709377456796253;511721;66;440;127063;48938;248949;0,299006941993175679;1,15161783739263e-01;0,58583127426756088
00430;Fruytier;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Fruytier;social;Hontenisse;15010;5564;11511;0,467819853514103;0,1734118396290661;0,35875860846532848;55929;6809;6813;30933;3019;15346;0,627469674226134977;6,12398068887176e-02;0,31129051888514747
00949;de Muralt;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Muralt;social;Oostburg;13744;5236;10026;0,473833000068951;0,1805114275573583;0,34564482621643894;61006;5209;7365;17573;4325;20811;0,411458943079912876;1,01266711934253e-01;0,48727434498583438
01177;de Savornin Lohman;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Savornin Lohman;social;Goes;12603;6950;9618;0,432038668540674;0,2382467885288369;0,32970343850330897;71280;5843;6260;4589;5965;32324;0,107024581370399732;1,39115630393209e-01;0,75385978823639166
01147;Rutgers;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Rutgers;social;Hilversum;22514;29448;3943;0,402718898130758;0,5267469433691329;0,07052919140552294;87517;2333;9059;32979;9827;46468;0,369413267020633096;1,10076842081681e-01;0,52050989089768573
01454;van Vliet;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Vliet;social;Doetinchem;25702;8423;14373;0,529959998350447;0,1736753672110743;0,29635843687828217;53051;1703;2565;24455;5799;37779;0,359457910131847802;8,52380462422648e-02;0,55530404362588748
00940;de Monté verLoren;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Monté VerLoren;social;Breukelen;16253;8369;8685;0,487975500645510;0,2512648208761893;0,26075020995379222;93077;6421;10242;20344;6974;24080;0,395813066656290125;1,35686213471341e-01;0,46850071987236858
00385;Engels;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Engels;social;Almelo;26941;11061;10334;0,557369248593181;0,2288330117410665;0,21379162356302370;41091;1356;1890;31379;3374;26332;0,513694032904968512;5,52345092903331e-02;0,43107145780469835
00356;Duys;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Duynstee;social;Druten;14358;4654;8596;0,520066647348595;0,1685711508173991;0,31135126020550985;51195;4171;4362;32389;1394;15113;0,662405922774869094;2,85094895287958e-02;0,30908458769633507
01283;Snoeck Henkemans;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Snoeck Henkemans;social;Apeldoorn;21497;16226;9636;0,453915834371503;0,3426137478028421;0,20346371196888696;58966;783;2170;8100;9781;61161;0,102477164039371474;1,23744338452974e-01;0,77377849750765415
00975;van Nispen tot Sevenaer;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Nispen tot Sevenaer;social;Rheden;18219;8973;7256;0,528884115188110;0,2604755642885408;0,21063149489058017;78697;1748;3344;40993;2144;18453;0,665578827731774680;3,48108459165449e-02;0,29961032635168044
00772;J. ter Laan;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Laan;social;Rotterdam V;79286;166498;1756;0,320295709784277;0,6726096168943417;0,00709377456796253;511721;66;440;127063;48938;248949;0,299006941993175679;1,15161783739263e-01;0,58583127426756088
00487;van Groenendael;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Groenendael;social;Weert;22086;6606;16417;0,489614045977521;0,1464436874928209;0,36393554536748507;23863;4693;4783;61194;54;359;0,993296216339052407;8,76523771649326e-04;0,00582725988929829
00624;van  Idsinga;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Idsinga;social;Bodegraven;15505;9971;7801;0,465937434263906;0,2996321901056621;0,23442078716729345;88191;4611;6614;14178;9313;33381;0,249296666197777461;1,63753692502462e-01;0,58694964129976090
01003;Oosterbaan;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Oosterbaan;social;Enkhuizen;14328;5904;11109;0,457164736287930;0,1883766912612749;0,35444852393969128;90362;6144;9738;22553;5976;20622;0,458851294988911695;1,21584504893085e-01;0,41956420011800372
00104;van Best;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Best;social;Eindhoven;44060;16542;9744;0,626332698376596;0,2351498694730010;0,13851364218167131;44580;2307;4279;80694;470;3097;0,957667248193114218;5,57790674214643e-03;0,03675484506473932
00150;Bogaardt;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Bogaardt;social;Breda;17935;12982;6651;0,477400979557070;0,3455556599070876;0,17703509124244685;83786;1280;1602;59226;463;4170;0,927449537261779811;7,25034842387134e-03;0,06530011431434880
00902;Mendels;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Mendels;social;Schoterland;13490;6753;8331;0,472107510324071;0,2363298252577372;0,29155153125253780;53936;424;633;1433;6392;29636;0,038253116574570888;1,70630789354262e-01;0,79111609407116734
00408;Fleskens;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Fleskens;social;Helmond;27479;7988;10681;0,595453757475947;0,1730930252905369;0,23144712928086614;32619;2069;3817;62381;253;3175;0,947909860353447042;3,84445896457931e-03;0,04824568068197359
01347;van den Tempel;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Tempel;social;Amsterdam IX;92534;237915;2814;0,277660586383727;0,7138950371913034;0,00844375651526195;1203224;63;613;146338;35054;187360;0,396846661170651260;9,50611793291969e-02;0,50809215950015185
00034;Arts;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Arts;social;Tilburg;30748;16516;4813;0,590433396701039;0,3171421692622802;0,09241922773138019;56139;1129;2598;77923;3451;9641;0,856155578750755319;3,79168268966654e-02;0,10592759435257924
01289;ter Spill;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Spill;social;Utrecht I;21707;39567;705;0,350231530034366;0,6383900420413174;0,01137463906785271;247185;91;593;49345;8795;60267;0,416740564324744323;7,42777031763325e-02;0,50898173249892320
00689;Ketelaar;1;Amendement Presentiegeld 1916;1916-11-17;Tweede Kamer;Ketelaar;social;Amsterdam V;92534;237915;2814;0,277660586383727;0,7138950371913034;0,00844375651526195;1203224;63;613;146338;35054;187360;0,396846661170651260;9,50611793291969e-02;0,50809215950015185
01269;Smeenge;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Smeenge;social;Meppel;5827;4794;2987;0,428203997648442;0,3522816836842114;0,21949064452489431;49190;2671;2321;976;9049;31405;0,023557808351436157;2,18416606323920e-01;0,75802558532464392
00750;Krap;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Krap;social;'s-Gravenhage I;24192;49146;3829;0,313501885521013;0,6368758710098046;0,04961904496952533;525337;130;666;63164;7822;111627;0,345889942118031035;4,28337522520302e-02;0,61127630562993873
00293;van Dedem;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Dedem;social;Zwolle;8565;7504;4656;0,413268998793727;0,3620675690566099;0,22464780807428286;105644;1198;1839;12002;3763;29891;0,262878920623795365;8,24207114070440e-02;0,65470036796916065
00410;Fock;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Fock;social;Rotterdam I;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,297011275499316052;6,96261208154184e-02;0,63336260368526553
00826;van Limburg Stirum;0;Antistakingswet 1903;1903-04-09;Tweede Kamer;Limburg Stirum;social;Schiedam;7004;6074;1898;0,467681623931624;0,4055695995293186;0,12672872155374304;75748;674;3605;14667;5508;29281;0,296566645098673587;1,11371724361048e-01;0,59206163054027827
