Unnamed..0,Name,Parliament,b1_nummer,achternaam,voorletters,voorna_a_m_en,roepnaam,prepositie,geslacht,partij_en_fractie_s,begin_periode,einde_periode
58,Marinus Bichon van IJsselmonde,1875-1879,00112,Bichon van IJsselmonde,M.,Marinus,NA,NA,m,antirevolutionair,1866-11-19,1883-09-29
59,Frans Julius Johan van Heemstra,1875-1879,00541,Heemstra,F.J.J.,Frans Julius Johan,NA,baron van,m,antirevolutionair,1875-11-09,1878-02-18
60,Johan Louis de Jonge,1875-1879,00656,Jonge,J.L.,Johan Louis,NA,de,m,antirevolutionair,1875-09-20,1881-10-31
61,Abraham Kuyper,1875-1879,00766,Kuyper,A.,Abraham,Abraham,NA,m,antirevolutionair;ARP,1874-03-20,1912-09-17
62,Jan Willem van Loon,1875-1879,00841,Loon,J.W.,Jan Willem,NA,van,m,antirevolutionair,1869-09-20,1876-03-06
63,Pieter Hendrik Saaymans Vader,1875-1879,01166,Saaymans Vader,P.H.,Pieter Hendrik,NA,NA,m,antirevolutionair,1866-11-20,1879-09-13
64,Alex Schimmelpenninck van der Oye,1875-1879,01203,Schimmelpenninck van der Oye,A.,Alexander,Alex,baron,m,antirevolutionair,1873-09-15,1888-09-30
65,James John Teding van Berkhout,1875-1879,01343,Teding van Berkhout,J.J.,James John,NA,NA,m,antirevolutionair,1873-09-15,1880-07-24
66,Otto van Wassenaer van Catwijck,1875-1879,01509,Wassenaer van Catwijck,O.,Otto,NA,baron van,m,antirevolutionair,1866-09-21,1887-11-18
67,Warnardus Cornelis Mathildus Begram,1875-1879,00082,Begram,W.C.M.,Warnardus Cornelis Mathildus,NA,NA,m,conservatief,1859-02-15,1879-09-14
68,François de Casembroot,1875-1879,00255,Casembroot,F.,François,NA,de,m,conservatief,1866-09-19,1883-09-16
69,Jan Reijnaud Corver Hooft,1875-1879,00273,Corver Hooft,J.R.,Jan Reijnaud,NA,NA,m,conservatief,1875-09-20,1887-08-16
70,Gerhardus Fabius,1875-1879,00395,Fabius,G.,Gerhardus,NA,NA,m,conservatief,1873-09-16,1877-09-16
71,Herman Albrecht Insinger,1875-1879,00628,Insinger,H.A.,Herman Albrecht,NA,NA,m,conservatief,1866-11-19,1884-04-06
72,Jan Messchert van Vollenhoven,1875-1879,00909,Messchert van Vollenhoven,J.,Jan,NA,NA,m,conservatief,1873-09-16,1877-09-15
73,Johannes Leonardus Nierstrasz C.Jzn.,1875-1879,00968,Nierstrasz,J.L.,Johannes Leonardus,NA,NA,m,conservatief,1868-02-25,1877-09-16
74,Hendrik Anthon van Rappard,1875-1879,01083,Rappard,H.A.,Hendrik Anthon,NA,ridder van,m,conservatief,1866-11-19,1877-09-16
75,Rutger Jan Schimmelpenninck van Nijenhuis,1875-1879,01202,Schimmelpenninck van Nijenhuis,R.J.,Rutger Jan,NA,graaf,m,conservatief,1857-09-22,1891-09-14
76,Willem Wintgens,1875-1879,01557,Wintgens,W.,Willem,NA,NA,m,'pragmatisch' liberaal;conservatief,1849-02-13,1885-03-13
77,Jacob Nicolaas Bastert,1875-1879,00066,Bastert,J.N.,Jacob Nicolaas,NA,NA,m,conservatief-liberaal,1875-09-20,1901-09-16
78,Carel Marius Storm van 's-Gravesande,1875-1879,01316,Storm van 's-Gravesande,C.M.,Carel Marius,NA,NA,m,moderaat of gematigd liberaal;'pragmatisch' liberaal;conservatief-liberaal,1847-11-09,1879-09-14
79,Herman Agatho des Amorie van der Hoeven,1875-1879,00022,Amorie van der Hoeven,H.A.,Herman Agatho,NA,des,m,Rooms-Katholieken;Schaepmaniaan,1875-09-20,1885-06-17
80,Herman Cornelis Verniers van der Loeff,1875-1879,01424,Verniers van der Loeff,H.C.,Herman Cornelis,NA,NA,m,liberaal;oud- of vrije liberalen,1876-03-15,1891-01-21
81,Willem Hendrik de Beaufort,1875-1879,00071,Beaufort,W.H.,Willem Hendrik,NA,de,m,liberaal;oud- of vrije liberalen;Vrij-Liberalen,1877-04-23,1918-04-01
82,Cornelis van Heukelom,1875-1879,00569,Heukelom,C.,Cornelis,NA,van,m,'pragmatisch' liberaal;Puttianen;liberaal,1859-02-15,1880-07-10
83,Jacob Gerard Patijn,1875-1879,01022,Patijn,J.G.,Jacob Gerard,NA,NA,m,liberaal;Liberale Unie,1877-06-16,1888-10-21
84,Albertus van Delden,1875-1879,00299,Delden,A.,Albertus,NA,van,m,Thorbeckiaan;liberaal;Liberale Unie;oud- of vrije liberalen,1864-09-19,1898-11-07
85,Herman Jacob Dijckmeester,1875-1879,00360,Dijckmeester,H.J.,Herman Jacob,NA,NA,m,liberaal;Liberale Unie,1877-09-17,1891-11-08
86,Petrus Hendrik Holtzman,1875-1879,00594,Holtzman,P.H.,Petrus Hendrik,NA,NA,m,liberaal,1877-09-17,1883-03-03
87,Jan Willem Hendrik Rutgers van Rozenburg,1875-1879,01148,Rutgers van Rozenburg,J.W.H.,Jan Willem Hendrik,NA,NA,m,liberaal;oud- of vrije liberalen,1869-09-21,1897-09-20
88,Adriaan Marius Schagen van Leeuwen,1875-1879,01183,Schagen van Leeuwen,A.M.,Adriaan Marius,NA,NA,m,liberaal,1877-09-17,1881-09-18
89,Joan Röell,1875-1879,01118,Röell,J.,Joan,NA,NA,m,liberaal;oud- of vrije liberalen,1877-09-18,1909-09-20
90,Hendrik Goeman Borgesius,1875-1879,00469,Goeman Borgesius,H.,Hendrik,Hendrik,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1877-11-19,1917-01-17
91,Cornelis Jacob Sickesz,1875-1879,01246,Sickesz,C.J.,Cornelis Jacob,NA,NA,m,liberaal,1877-12-04,1882-11-13
92,Willem de Meijier,1875-1879,00917,Meijier,W.,Willem,NA,de,m,liberaal;Kappeynianen;Liberale Unie,1877-12-10,1894-03-19
93,Warmold Albertinus van der Feltz,1875-1879,00400,Feltz,W.A.,Warmold Albertinus,NA,baron van der,m,liberaal;Liberale Unie,1877-12-17,1894-03-19
94,Otto van Rees,1875-1879,01093,Rees,O.,Otto,Otto,van,m,liberaal,1872-09-17,1884-01-19
95,Willem Anthony Froger,1875-1879,00428,Froger,W.A.,Willem Anthony,NA,NA,m,liberaal,1878-09-19,1881-09-18
96,Jan Hendrik Frans Karel van Swinderen,1875-1879,01333,Swinderen,J.H.F.K.,Jan Hendrik Frans Karel,NA,van,m,liberaal,1878-10-08,1879-07-31
97,Jan van Gennep,1875-1879,00444,Gennep,J.,Jan,NA,van,m,liberaal;Liberale Unie;oud- of vrije liberalen,1878-11-19,1897-04-06
98,Gijsbertus Martinus van der Linden,1875-1879,00828,Linden,G.M.,Gijsbertus Martinus,NA,van der,m,Thorbeckiaan;liberaal;Liberale Unie,1849-02-13,1888-03-26
99,Franciscus Lieftinck,1875-1879,00815,Lieftinck,F.,Franciscus,NA,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1879-02-18,1917-06-26
100,Arthur Kool,1875-1879,00732,Kool,A.,Arthur,NA,NA,m,liberaal,1879-04-28,1883-09-07
101,Joannes Barendinus van Osenbruggen,1875-1879,01006,Osenbruggen,J.B.,Johannes Barendinus,NA,van,m,liberaal;Liberale Unie,1879-05-13,1889-02-24
102,Pierre Guillaume Jean van der Schrieck,1875-1879,01229,Schrieck,P.G.J.,Pierre Guillaume Jean,NA,van der,m,conservatief (katholiek);Bahlmanniaan ('Centrum'),1876-02-22,1896-03-04
103,Hubert Joachim Brouwers,1875-1879,00217,Brouwers,H.J.,Hubert Joachim,NA,NA,m,conservatief (katholiek);Bahlmanniaan ('Centrum'),1877-11-19,1889-05-14
104,Æneas Mackay jr.,1875-1879,00862,Mackay,Æ.,Æneas,NA,baron,m,antirevolutionair;onafhankelijk a.r.,1876-05-02,1905-09-18
105,Harry Barge,1875-1879,00063,Barge,Ch.A.H.,Charles Augustus Henry,Harry,NA,m,Rooms-Katholieken,1877-10-05,1880-05-09
106,Jacobus Gerardus de Bruijn,1875-1879,00231,Bruijn,J.G.,Jacobus Gerardus,NA,de,m,Rooms-Katholieken;Bahlmanniaan ('Centrum'),1879-04-03,1883-08-15
107,Jan Pieter Bredius,1875-1879,00202,Bredius,J.P.,Jan Pieter,NA,NA,m,Thorbeckiaan;liberaal,1871-02-28,1878-09-12
108,Jan van Stolk Jzn.,1875-1879,01311,Stolk,J.,Jan,Jan,van,m,liberaal,1878-03-18,1880-07-30
109,Gijsbert van Tienhoven,1875-1879,01365,Tienhoven,G.,Gijsbert,NA,van,m,liberaal,1878-03-18,1879-12-20
110,Jan Willem Jacobus de Vos van Steenwijk,1875-1879,01479,Vos van Steenwijk,J.W.J.,Jan Willem Jacobus,NA,baron de,m,liberaal;Liberale Unie,1878-03-18,1888-03-26
111,Roeland van de Werk,1875-1879,01522,Werk,R.,Roeland,NA,van de,m,liberaal,1878-05-13,1884-05-27
112,Alex Schimmelpenninck van der Oye,1875-1879,01203,Schimmelpenninck van der Oye,A.,Alexander,Alex,baron,m,antirevolutionair,1873-09-15,1888-09-30
0,Willem Hendrik de Beaufort,1879-1883,00071,Beaufort,W.H.,Willem Hendrik,NA,de,m,liberaal;oud- of vrije liberalen;Vrij-Liberalen,1877-04-23,1918-04-01
1,Willem Adriaan Bergsma,1879-1883,00102,Bergsma,W.A.,Willem Adriaan,NA,NA,m,liberaal;Kappeynianen,1871-09-18,1884-10-10
2,Pieter Blussé van Oud-Alblas,1879-1883,00138,Blussé van Oud-Alblas,P.,Pieter,NA,NA,m,Thorbeckiaan;liberaal;Liberale Unie,1850-10-07,1887-05-18
3,Jan Pieter Bredius,1879-1883,00203,Bredius,J.P.,Jan Pieter,NA,NA,m,liberaal,1878-03-18,1881-09-18
4,Eppo Cremers,1879-1883,00280,Cremers,E.J.J.B.,Epimachus Jacobus Johannes Baptista,Eppo,NA,m,liberaal;Liberale Unie,1869-12-13,1891-01-17
5,Albertus van Delden,1879-1883,00299,Delden,A.,Albertus,NA,van,m,Thorbeckiaan;liberaal;Liberale Unie;oud- of vrije liberalen,1864-09-19,1898-11-07
6,Herman Jacob Dijckmeester,1879-1883,00360,Dijckmeester,H.J.,Herman Jacob,NA,NA,m,liberaal;Liberale Unie,1877-09-17,1891-11-08
7,Willem Hendrik Dullert,1879-1883,00349,Dullert,W.H.,Willem Hendrik,NA,NA,m,Thorbeckiaan;liberaal,1849-02-13,1881-02-23
8,Daniël van Eck,1879-1883,00368,Eck,D.,Daniël,NA,van,m,Thorbeckiaan;liberaal,1849-02-13,1884-10-10
9,Warmold Albertinus van der Feltz,1879-1883,00400,Feltz,W.A.,Warmold Albertinus,NA,baron van der,m,liberaal;Liberale Unie,1877-12-17,1894-03-19
10,Isaäc Dignus Fransen van de Putte,1879-1883,00421,Fransen van de Putte,I.D.,Isaäc Dignus,NA,NA,m,Puttianen;liberaal,1862-04-24,1880-08-02
11,Willem Anthonie Froger,1879-1883,00428,Froger,W.A.,Willem Anthony,NA,NA,m,liberaal,1878-09-19,1881-09-18
12,Jan van Gennep,1879-1883,00444,Gennep,J.,Jan,NA,van,m,liberaal;Liberale Unie;oud- of vrije liberalen,1878-11-19,1897-04-06
13,Michel Henry Godefroi,1879-1883,00464,Godefroi,M.H.,Michel Henry,NA,NA,m,'pragmatisch' liberaal;liberaal,1849-02-13,1881-09-22
14,Hendrik Goeman Borgesius,1879-1883,00469,Goeman Borgesius,H.,Hendrik,Hendrik,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1877-11-19,1917-01-17
15,Cornelis van Heukelom,1879-1883,00569,Heukelom,C.,Cornelis,NA,van,m,'pragmatisch' liberaal;Puttianen;liberaal,1859-02-15,1880-07-10
16,Sybrand Hingst,1879-1883,00583,Hingst,S.,Sybrand,NA,NA,m,liberaal;Kappeynianen,1866-11-19,1886-05-17
17,Petrus Hendrik Holtzman,1879-1883,00594,Holtzman,P.H.,Petrus Hendrik,NA,NA,m,liberaal,1877-09-17,1883-03-03
18,Samuel van Houten,1879-1883,00607,Houten,S.,Samuel,Sam,van,m,liberaal,1869-02-24,1894-03-19
19,Wieger Hendrikus Idzerda,1879-1883,00625,Idzerda,W.H.,Wieger Hendrikus,NA,NA,m,Thorbeckiaan;liberaal,1858-09-20,1881-09-17
20,Willem van der Kaay,1879-1883,00666,Kaay,W.,Willem,NA,van der,m,liberaal;Kappeynianen;Liberale Unie,1875-08-10,1894-03-19
21,Jacob Johan van Kerkwijk,1879-1883,00684,Kerkwijk,J.J.,Jacob Johan,NA,van,m,Thorbeckiaan;liberaal,1863-03-04,1901-05-20
22,Arthur Kool,1879-1883,00732,Kool,A.,Arthur,NA,NA,m,liberaal,1879-04-28,1883-09-07
23,Lambertus Eduard Lenting,1879-1883,00808,Lenting,L.E.,Lambertus Eduard,NA,NA,m,Thorbeckiaan;liberaal;Kappeynianen,1868-03-02,1881-11-19
24,Franciscus Lieftinck,1879-1883,00815,Lieftinck,F.,Franciscus,NA,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1879-02-18,1917-06-26
25,Gijsbertus Martinus van der Linden,1879-1883,00828,Linden,G.M.,Gijsbertus Martinus,NA,van der,m,Thorbeckiaan;liberaal;Liberale Unie,1849-02-13,1888-03-26
26,Rudolf Pieter Mees R.Azn.,1879-1883,00889,Mees,R.P.,Rudolf Pieter,NA,NA,m,liberaal;oud- of vrije liberalen,1873-10-04,1905-09-18
27,Charles Jean François Mirandolle,1879-1883,00930,Mirandolle,Ch.J.F.,Charles Jean François,NA,NA,m,liberaal;Kappeynianen,1869-02-20,1884-06-20
28,Lucas Oldenhuis Gratama,1879-1883,00998,Oldenhuis Gratama,L.,Lucas,NA,NA,m,liberaal,1867-10-14,1886-02-19
29,Johannes Barendinus van Osenbruggen,1879-1883,01006,Osenbruggen,J.B.,Johannes Barendinus,NA,van,m,liberaal;Liberale Unie,1879-05-13,1889-02-24
30,Jacob Gerard Patijn,1879-1883,01022,Patijn,J.G.,Jacob Gerard,NA,NA,m,liberaal;Liberale Unie,1877-06-16,1888-10-21
31,Joan Röell,1879-1883,01118,Röell,J.,Joan,NA,NA,m,liberaal;oud- of vrije liberalen,1877-09-18,1909-09-20
32,Derk de Ruiter Zijlker,1879-1883,01142,Ruiter Zijlker,D.,Derk,NA,de,m,liberaal;Liberale Unie,1868-04-21,1891-09-14
33,Jan Willem Hendrik Rutgers van Rozenburg,1879-1883,01148,Rutgers van Rozenburg,J.W.H.,Jan Willem Hendrik,NA,NA,m,liberaal;oud- of vrije liberalen,1869-09-21,1897-09-20
34,Johannes Albertus Sandberg,1879-1883,01168,Sandberg,J.A.,Johannes Albertus,NA,NA,m,liberaal,1869-09-20,1881-09-18
35,Adriaan Marius Schagen van Leeuwen,1879-1883,01183,Schagen van Leeuwen,A.M.,Adriaan Marius,NA,NA,m,liberaal,1877-09-17,1881-09-18
36,Jan Schepel,1879-1883,01191,Schepel,J.,Jan,NA,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub;'club-Pyttersen';vrijzinnig-democratische kamerclub,1874-04-29,1901-09-16
37,Cornelis Jacob Sickesz,1879-1883,01246,Sickesz,C.J.,Cornelis Jacob,NA,NA,m,liberaal,1877-12-04,1882-11-13
38,Jan van Stolk Jzn.,1879-1883,01311,Stolk,J.,Jan,Jan,van,m,liberaal,1878-03-18,1880-07-30
39,Gijsbert van Tienhoven,1879-1883,01365,Tienhoven,G.,Gijsbert,NA,van,m,liberaal,1878-03-18,1879-12-20
40,Sjoerd Vening Meinesz,1879-1883,01405,Vening Meinesz,S.A.,Sjoerd Anne,NA,NA,m,liberaal,1875-09-20,1881-01-20
41,Willem Adriaan Viruly Verbrugge,1879-1883,01437,Viruly Verbrugge,W.A.,Willem Adriaan,NA,NA,m,Thorbeckiaan;liberaal;oud- of vrije liberalen,1863-03-09,1897-09-20
42,Jan Willem Jacobus de Vos van Steenwijk,1879-1883,01479,Vos van Steenwijk,J.W.J.,Jan Willem Jacobus,NA,baron de,m,liberaal;Liberale Unie,1878-03-18,1888-03-26
43,Roeland van de Werk,1879-1883,01522,Werk,R.,Roeland,NA,van de,m,liberaal,1878-05-13,1884-05-27
44,Schelte Wybenga,1879-1883,01572,Wybenga,S.,Schelte,NA,NA,m,conservatief;'pragmatisch' liberaal;liberaal,1855-06-28,1886-09-08
45,Jan Hendrik Arnoldts,1879-1883,00031,Arnoldts,J.H.,Jan Hendrik,NA,NA,m,conservatief (katholiek),1871-04-18,1881-12-18
46,Antonius van Baar,1879-1883,00049,Baar,A.J.H.,Antonius Johannes Hubertus,NA,van,m,conservatief (katholiek);Bahlmanniaan ('Centrum'),1873-09-15,1889-01-25
47,Charles Antoine de Bieberstein Rogalla Zawadsky,1879-1883,00113,Bieberstein Rogalla Zawadsky,Ch.A.,Charles Antoine,NA,baron de,m,Thorbeckiaan;liberaal;conservatief (katholiek),1858-09-20,1880-10-30
48,Ferdinand Hendrik Hubert Borret,1879-1883,00168,Borret,F.H.H.,Ferdinandus Hendricus Hubertus,NA,NA,m,conservatief (katholiek);Bahlmanniaan ('Centrum'),1868-02-25,1888-03-26
49,Hubert Joachim Brouwers,1879-1883,00217,Brouwers,H.J.,Hubert Joachim,NA,NA,m,conservatief (katholiek);Bahlmanniaan ('Centrum'),1877-11-19,1889-05-14
50,Leopold Haffmans,1879-1883,00508,Haffmans,J.H.L.,Johannes Hendrik Leopold,Leopold,NA,m,conservatief (katholiek);Bahlmanniaan ('Centrum'),1866-11-24,1896-09-15
51,Christianus Joannes Antonius Heydenrijck,1879-1883,00578,Heydenrijck,Ch.J.A.,Christianus Joannes Antonius,NA,NA,m,'pragmatisch' liberaal;liberaal;conservatief (katholiek);Bahlmanniaan ('Centrum'),1862-07-09,1883-05-10
52,Guillaume Eugène François Xavier Mathias Kerens de Wylré,1879-1883,00683,Kerens de Wylré,G.E.F.X.M.,Guillaume Eugène François Xavier Mathias,NA,NA,m,conservatief (katholiek),1873-09-15,1880-01-04
53,Jerôme Lambrechts,1879-1883,00778,Lambrechts,H.F.,Hieronymus Franciscus,Jérôme,NA,m,conservatief (katholiek);Bahlmanniaan ('Centrum'),1873-09-15,1896-11-24
54,Aloysius Franciscus Xaverius Luyben,1879-1883,00851,Luyben,A.F.X.,Aloysius Franciscus Xaverius,NA,NA,m,conservatief (katholiek),1859-10-31,1880-06-06
55,Carel van Nispen,1879-1883,00701,Kist,H.J.,Herman Jacob,NA,NA,m,liberaal;Liberale Unie,1881-09-19,1888-03-26
56,Pierre Guillaume Jean van der Schrieck,1879-1883,01229,Schrieck,P.G.J.,Pierre Guillaume Jean,NA,van der,m,conservatief (katholiek);Bahlmanniaan ('Centrum'),1876-02-22,1896-03-04
57,Johannes Baptista Arnoldus Josephus Maria Verheyen,1879-1883,01414,Verheijen,J.B.A.J.M.,Johannes Baptista Arnoldus Josephus Maria,NA,NA,m,conservatief (katholiek),1866-11-24,1880-10-30
58,Matthias Margarethus van Asch van Wijck,1879-1883,00041,Asch van Wijck,M.M.,Matthias Margarethus,NA,van,m,antirevolutionair,1874-09-24,1882-09-19
59,Marinus Bichon van IJsselmonde,1879-1883,00112,Bichon van IJsselmonde,M.,Marinus,NA,NA,m,antirevolutionair,1866-11-19,1883-09-29
60,Alexander van Dedem,1879-1883,00293,Dedem,A.,Alexander,NA,baron van,m,antirevolutionair;Vrij-AR;CHP;CHU,1879-09-15,1913-09-15
61,Pieter Jacob Elout van Soeterwoude,1879-1883,00377,Elout van Soeterwoude,P.J.,Pieter Jacob,NA,NA,m,antirevolutionair,1853-06-14,1879-12-20
62,Jan Thomassen à Thuessink van der Hoop van Slochteren,1879-1883,01357,Thomassen à Thuessink van der Hoop van Slochteren,A.J.,Abraham Johan,NA,NA,m,antirevolutionair,1879-09-16,1882-03-18
63,Johan Louis de Jonge,1879-1883,00656,Jonge,J.L.,Johan Louis,NA,de,m,antirevolutionair,1875-09-20,1881-10-31
64,Levinus Wilhelmus Christiaan Keuchenius,1879-1883,00691,Keuchenius,L.W.Ch.,Levinus Wilhelmus Christiaan,NA,NA,m,antirevolutionair,1866-08-08,1893-12-16
65,Æneas Mackay jr.,1879-1883,00862,Mackay,Æ.,Æneas,NA,baron,m,antirevolutionair;onafhankelijk a.r.,1876-05-02,1905-09-18
66,Alexander Frederik de Savornin Lohman,1879-1883,01177,Savornin Lohman,A.F.,Alexander Frederik,NA,de,m,antirevolutionair;Vrij-AR;CHP;CHU,1879-09-15,1921-02-07
67,Alex Schimmelpenninck van der Oye,1879-1883,01203,Schimmelpenninck van der Oye,A.,Alexander,Alex,baron,m,antirevolutionair,1873-09-15,1888-09-30
68,James John Teding van Berkhout,1879-1883,01343,Teding van Berkhout,J.J.,James John,NA,NA,m,antirevolutionair,1873-09-15,1880-07-24
69,Otto van Wassenaer van Catwijck,1879-1883,01509,Wassenaer van Catwijck,O.,Otto,NA,baron van,m,antirevolutionair,1866-09-21,1887-11-18
70,Jacob Leonard de Bruyn Kops,1879-1883,00232,Bruijn Kops,J.L.,Jacob Leonard,NA,de,m,liberaal;Kappeynianen;Liberale Unie,1868-02-25,1887-08-16
71,Idzerd Frans van Humalda van Eysinga,1879-1883,00618,Humalda van Eysinga,I.F.,Idzerd Frans,NA,van,m,Kappeynianen,1879-09-16,1884-04-15
72,Klaas de Jong,1879-1883,00650,Jong,K.H.,Klaas Harshoorn,Klaas,de,m,liberaal;Kappeynianen,1871-09-18,1886-05-17
73,Willem de Meijier,1879-1883,00917,Meijier,W.,Willem,NA,de,m,liberaal;Kappeynianen;Liberale Unie,1877-12-10,1894-03-19
74,Antony Moens,1879-1883,00931,Moens,A.,Antony,NA,NA,m,liberaal;Kappeynianen,1866-09-20,1880-10-30
75,Karel Anton Rombach,1879-1883,01121,Rombach,K.A.,Karel Anton,NA,NA,m,Thorbeckiaan;liberaal;Kappeynianen,1869-09-21,1884-10-10
76,François de Casembroot,1879-1883,00255,Casembroot,F.,François,NA,de,m,conservatief,1866-09-19,1883-09-16
77,Jan Reijnaud Corver Hooft,1879-1883,00273,Corver Hooft,J.R.,Jan Reijnaud,NA,NA,m,conservatief,1875-09-20,1887-08-16
78,Herman Albrecht Insinger,1879-1883,00628,Insinger,H.A.,Herman Albrecht,NA,NA,m,conservatief,1866-11-19,1884-04-06
79,Rutger Jan Schimmelpenninck van Nijenhuis,1879-1883,01202,Schimmelpenninck van Nijenhuis,R.J.,Rutger Jan,NA,graaf,m,conservatief,1857-09-22,1891-09-14
80,Willem Wintgens,1879-1883,01557,Wintgens,W.,Willem,NA,NA,m,'pragmatisch' liberaal;conservatief,1849-02-13,1885-03-13
81,Herman Agatho des Amorie van der Hoeven,1879-1883,00022,Amorie van der Hoeven,H.A.,Herman Agatho,NA,des,m,Rooms-Katholieken;Schaepmaniaan,1875-09-20,1885-06-17
82,Harry Barge,1879-1883,00063,Barge,Ch.A.H.,Charles Augustus Henry,Harry,NA,m,Rooms-Katholieken,1877-10-05,1880-05-09
83,Jacobus Gerardus de Bruijn,1879-1883,00231,Bruijn,J.G.,Jacobus Gerardus,NA,de,m,Rooms-Katholieken;Bahlmanniaan ('Centrum'),1879-04-03,1883-08-15
84,Frederic Joseph Maria Anton Reekers,1879-1883,01091,Reekers,F.J.M.A.,Frederic Joseph Maria Anton,NA,NA,m,Rooms-Katholieken;Schaepmaniaan,1878-03-26,1894-03-19
85,Jacob Nicolaas Bastert,1879-1883,00066,Bastert,J.N.,Jacob Nicolaas,NA,NA,m,conservatief-liberaal,1875-09-20,1901-09-16
86,Willem Karel van Dedem,1879-1883,00295,Dedem,W.K.,Willem Karel,NA,baron van,m,liberaal;Liberale Unie,1880-09-21,1891-08-21
87,Johan George Gleichman,1879-1883,00462,Gleichman,J.G.,Johan George,NA,NA,m,liberaal;oud- of vrije liberalen,1880-09-21,1901-06-08
88,Otto van Rees,1879-1883,01093,Rees,O.,Otto,Otto,van,m,liberaal,1872-09-17,1884-01-19
89,Philippus van Blom,1879-1883,00132,Blom,Ph.,Philippus,NA,van,m,'pragmatisch' liberaal;liberaal,1865-03-18,1885-10-22
90,Justus Dirks,1879-1883,00316,Dirks,J.,Justus,NA,NA,m,liberaal,1881-03-04,1886-05-17
91,Philippe Willem van der Sleijden,1879-1883,01256,Sleyden,Ph.W.,Philippe Willem,NA,van der,m,liberaal;Liberale Unie,1881-03-30,1888-03-26
92,Herman Jacob Kist,1879-1883,00701,Kist,H.J.,Herman Jacob,NA,NA,m,liberaal;Liberale Unie,1881-09-19,1888-03-26
93,Adriaan Gildemeester,1879-1883,00458,Gildemeester,A.,Adriaan,NA,NA,m,liberaal;oud- of vrije liberalen,1883-05-10,1891-09-14
94,Johannes Hendricus Donner,1879-1883,00334,Donner,J.H.,Johannes Hendricus,NA,NA,m,antirevolutionair;ARP,1880-02-20,1901-09-16
95,Hendrik Seret,1879-1883,01238,Seret,H.,Hendrik,NA,NA,m,antirevolutionair;ARP,1880-10-04,1905-09-18
96,Titus van Asch van Wijck,1879-1883,00042,Asch van Wijck,T.A.J.,Titus Anthony Jacob,Titus,van,m,antirevolutionair,1881-09-19,1891-05-11
97,Jan Christiaan Fabius,1879-1883,00396,Fabius,J.Ch.,Jan Christiaan,NA,NA,m,antirevolutionair,1881-09-20,1890-03-25
98,Jozef Jan Pompe van Meerdervoort,1879-1883,01050,Pompe van Meerdervoort,J.J.,Jozef Jan,NA,NA,m,antirevolutionair;ARP,1881-09-20,1905-09-18
99,Pieter Cornelis 't Hooft,1879-1883,00598,Hooft,P.C.,Pieter Cornelis,NA,'t,m,antirevolutionair,1882-01-27,1886-05-17
100,Gijsbert Hendrik Thomassen à Thuessink van der Hoop van Slochteren,1879-1883,01358,Thomassen à Thuessink van der Hoop van Slochteren,G.H.,Gijsbert Hendrik,NA,NA,m,antirevolutionair,1882-04-27,1886-05-17
101,Theodoor Philip Mackay,1879-1883,00864,Mackay,Th.Ph.,Theodoor Philip,NA,baron,m,antirevolutionair;Vrij-AR,1882-06-28,1896-12-31
102,Frederik van Bylandt,1879-1883,00245,Bylandt,W.K.F.P.,Willem Karel Frederik Pieter,Frederik,graaf van,m,antirevolutionair;Vrij-AR;CHP;CHU,1882-11-08,1916-01-26
103,Karel Antonie Godin de Beaufort,1879-1883,00465,Godin de Beaufort,K.A.,Karel Antonie,NA,NA,m,antirevolutionair,1882-11-14,1888-03-26
104,Willem Gerard Brantsen van de Zijp,1879-1883,00198,Brantsen van de Zijp,W.G.,Willem Gerard,NA,baron,m,antirevolutionair,1882-12-11,1894-03-19
105,Victor Nyst,1879-1883,00993,Nyst,M.V.,Matthëus Victor,Victor,NA,m,Bahlmanniaan ('Centrum'),1880-02-24,1882-06-23
106,Petrus Jacobus Franciscus Vermeulen,1879-1883,01422,Vermeulen,P.J.F.,Petrus Jacobus Franciscus,NA,NA,m,Bahlmanniaan ('Centrum') ;Rooms-Katholieken,1880-06-29,1901-09-16
107,Gustave Louis Marie Hubert Ruijs de Beerenbrouck,1879-1883,01154,Ruijs van Beerenbroek,G.L.M.H.,Gustave Louis Marie Hubert,Gustave,NA,m,Bahlmanniaan ('Centrum'),1880-12-06,1893-10-06
108,Bernardus Marie Bahlmann,1879-1883,00057,Bahlmann,B.M.,Bernardus Marie,NA,NA,m,Rooms-Katholieken;Bahlmanniaan ('Centrum'),1880-12-13,1898-05-12
109,Jean Clercx,1879-1883,00257,Clercx,J.M.L.H.,Johannes Mattheüs Ludovicus Hubertus,Jean,NA,m,Bahlmanniaan ('Centrum'),1882-03-02,1894-03-19
