"achternaam","voornaam","tussenvoegsel","jaar","maand","dag","type verkiezing","districtsnaam","aantal stemmen","omvang_electoraat","zetels","drempel"
"Nedermeyer ridder van Rosenthal","J.T.H. ",,"1848","11","30","algemeen","Arnhem","432","949","1.0","412.0"
"Nierop","A.S. van",,"1852","5","5","herstemming","Hoorn","957","3430","1.0","860.0"
"Nierop","A.S. van",,"1852","6","8","periodiek","Hoorn","917","3418","1.0","889.0"
"Nierop","A.S. van",,"1853","5","31","herstemming","Hoorn","1156","3425","2.0","1139.0"
"Nierop","A.S. van",,"1864","6","28","herstemming","Hoorn","855","3368","1.0","780.0"
"Nierop","A.S. van",,"1864","6","28","herstemming","Haarlem","866","2395","1.0","757.0"
"Nierstrasz","J.L. ",,"1868","2","4","herstemming","Delft","1220","2842","2.0","1089.0"
"Nierstrasz","J.L. ",,"1869","6","8","periodiek","Delft","1046","2650","1.0","964.0"
"Nierstrasz","J.L. ",,"1873","6","24","herstemming","Delft","1187","2874","1.0","1087.0"
"Nierstrasz","B. ",,"1913","7","29","herstemming","Amsterdam VI","2275","6048","1.0","1896.0"
"Nijst","M.V. ",,"1880","2","3","tussentijds","Maastricht","1053","2560","1.0","988.0"
"Nijst","M.V. ",,"1881","6","14","periodiek","Maastricht","962","2657","1.0","623.0"
"Nispen tot Sevenaer","C.J.C.H. van",,"1871","6","13","periodiek","Breda","2028","4003","1.0","1580.0"
"Nispen tot Sevenaer","R.A.J.B.M. van",,"1875","6","1","tussentijds","Nijmegen","1176","2574","1.0","614.0"
"Nispen tot Sevenaer","C.J.C.H. van",,"1875","6","8","periodiek","Breda","1869","4197","1.0","1446.0"
"Nispen tot Sevenaer","C.J.C.H. van",,"1875","6","8","periodiek","Nijmegen","1437","2574","1.0","989.0"
"Nispen tot Sevenaer","C.J.C.H. van",,"1876","1","11","tussentijds","Nijmegen","1044","2574","1.0","547.0"
"Nispen tot Sevenaer","C.J.C.H. van",,"1879","6","10","periodiek","Nijmegen","1347","2856","1.0","717.0"
"Nispen tot Sevenaer","C.J.C.H. van",,"1883","6","12","periodiek","Nijmegen","1460","2964","1.0","951.0"
"Nispen tot Sevenaer","O. van",,"1901","6","14","algemeen","Nijmegen","2547","5703","1.0","1872.0"
"Nispen tot Sevenaer","O.F.A.M. van",,"1905","6","16","algemeen","Nijmegen","2941","6733","1.0","1852.0"
"Nispen tot Sevenaer","O.F.A.M. van",,"1909","6","11","algemeen","Nijmegen","3646","8363","1.0","2244.0"
"Nispen tot Sevenaer","J.W.J.C.M. van",,"1913","6","17","algemeen","Rheden","4564","8548","1.0","2870.0"
"Nispen tot Sevenaer","O.F.A.M. van",,"1913","6","17","algemeen","Nijmegen","4439","9053","1.0","3287.0"
"Nispen van Sevenaer","J.A.C.A. van",,"1848","12","13","herstemming","Doetinchem","289","615","1.0","288.0"
"Nispen van Sevenaer","J.A.C.A. van",,"1850","8","27","algemeen","Nijmegen","1318","2308","2.0","915.0"
"Nispen van Sevenaer","J.A.C.A. van",,"1853","5","17","algemeen","Nijmegen","1424","2552","2.0","1093.0"
"Nispen van Sevenaer","J.A.C.A. van",,"1854","6","13","periodiek","Nijmegen","1110","2552","1.0","711.0"
"Nispen van Sevenaer","J.A.C.A. van",,"1858","6","8","periodiek","Nijmegen","1049","2601","1.0","563.0"
"Nispen van Sevenaer","J.A.C.A. van",,"1862","6","10","periodiek","Nijmegen","1215","2536","1.0","1017.0"
"Nispen van Sevenaer","J.A.C.A. van",,"1866","6","12","periodiek","Nijmegen","904","2481","1.0","558.0"
"Nispen van Sevenaer","J.A.C.A. van",,"1866","10","30","algemeen","Nijmegen","1286","2481","2.0","817.0"
"Nispen van Sevenaer","J.A.C.A. van",,"1868","1","22","algemeen","Nijmegen","1022","2497","2.0","687.0"
"Nispen van Sevenaer","J.A.C.A. van",,"1871","6","13","periodiek","Nijmegen","1206","2474","1.0","849.0"
"Nolens","W.H. ",,"1896","10","13","tussentijds","Venlo","1396","2588","1.0","1048.0"
"Nolens","W.H. ",,"1909","6","11","algemeen","Venlo","5306","7274","1.0","2788.0"
"Nolens","W.H. ",,"1913","6","17","algemeen","Venlo","6087","8285","1.0","3262.0"
"Nolting","P. ",,"1897","6","25","herstemming","Amsterdam VIII","927","2462","1.0","893.0"
"Nolting","P. ",,"1901","6","27","herstemming","Amsterdam VIII","1217","2987","1.0","1128.0"
"Nolting","P. ",,"1905","6","28","herstemming","Amsterdam VIII","1858","3854","1.0","1699.0"
"Noordtzij","M. ",,"1891","6","9","algemeen","Kampen","1475","2653","1.0","1181.0"
"Nunen","J.P.T. van",,"1888","3","6","algemeen","Zevenbergen","1483","3058","1.0","1229.0"
"Nunen","J.P.T. van",,"1891","6","9","algemeen","Zevenbergen","1267","3112","1.0","880.0"
"Okma","R.K. ",,"1888","3","20","herstemming","Wolvega","1115","2634","1.0","1067.0"
"Okma","H. ",,"1901","6","14","algemeen","Sneek","3076","6035","1.0","2452.0"
"Okma","H. ",,"1905","6","28","herstemming","Sneek","3633","7183","1.0","3204.0"
"Oldenhuis Gratama","L. ",,"1867","9","25","herstemming","Assen","626","2344","1.0","586.0"
"Oldenhuis Gratama","L. ",,"1868","1","22","algemeen","Assen","1101","2344","2.0","731.0"
"Oldenhuis Gratama","L. ",,"1869","6","8","periodiek","Assen","637","2161","1.0","402.0"
"Oldenhuis Gratama","L. ",,"1873","6","10","periodiek","Assen","775","2287","1.0","498.0"
"Oldenhuis Gratama","L. ",,"1877","6","12","periodiek","Assen","638","2675","1.0","410.0"
"Oldenhuis Gratama","L. ",,"1881","6","14","periodiek","Assen","806","2671","1.0","631.0"
"Oldenhuis Gratama","L. ",,"1884","10","28","algemeen","Assen","1005","2700","2.0","722.0"
"Olivier","N. ",,"1858","4","7","tussentijds","Rotterdam","572","1881","1.0","496.0"
"Olivier","N. ",,"1860","6","26","herstemming","Rotterdam","673","2781","1.0","597.0"
"Olivier","N. ",,"1866","6","12","periodiek","Alkmaar","593","3036","1.0","559.0"
"Olivier","N. ",,"1869","6","22","herstemming","Zuidhorn","363","1417","1.0","334.0"
"Olne","J.E.H.W. baron van",,"1889","6","18","tussentijds","Roermond","766","1770","1.0","755.0"
"Oomen","C.W. ",,"1859","7","12","herstemming","Breda","1020","3639","1.0","1011.0"
"Oomen","C.W. ",,"1860","6","12","periodiek","Breda","1014","3639","1.0","868.0"
"Oosterbaan","N. ",,"1909","6","11","algemeen","Enkhuizen","5074","10243","1.0","4966.0"
"Oosterbaan","N. ",,"1913","6","17","algemeen","Enkhuizen","5463","10937","1.0","5328.0"
"Oosting","J.B. ",,"1852","4","29","herstemming","Leeuwarden","594","2884","1.0","581.0"
"Oosting","J.B. ",,"1853","5","17","algemeen","Leeuwarden","1158","2971","2.0","877.0"
"Oosting","J.B. ",,"1854","6","13","periodiek","Leeuwarden","786","2971","1.0","693.0"
"Oppedijk","W.M. ",,"1888","3","6","algemeen","Harlingen","1756","3429","1.0","1591.0"
"Oppedijk","W.M. ",,"1888","3","6","algemeen","Sneek","2209","3901","1.0","1754.0"
"Oppedijk","W.M. ",,"1891","6","9","algemeen","Harlingen","1502","3367","1.0","1444.0"
"Osenbruggen","J.B. van",,"1879","5","6","herstemming","Dordrecht","682","2236","1.0","602.0"
"Osenbruggen","J.B. van",,"1879","6","24","herstemming","Dordrecht","965","2268","1.0","842.0"
"Osenbruggen","J.B. van",,"1883","6","12","periodiek","Dordrecht","971","2472","1.0","937.0"
"Osenbruggen","J.B. van",,"1884","10","28","algemeen","Dordrecht","1083","2444","2.0","962.0"
"Osenbruggen","J.B. van",,"1886","6","15","algemeen","Dordrecht","1236","2575","2.0","1085.0"
"Osenbruggen","J.B. van",,"1887","9","1","algemeen","Dordrecht","1092","2573","2.0","877.0"
"Osenbruggen","J.B. van",,"1888","3","20","herstemming","Dordrecht","1413","2864","1.0","1350.0"
"Otto","P. ",,"1913","11","11","herstemming","Amsterdam III","6715","16516","1.0","6399.0"
"Otto","P. ",,"1917","6","15","algemeen","Amsterdam III","4204","19622","1.0","3310.0"
"Oud","P.J. ",,"1917","5","22","herstemming","Den Helder","3341","9953","1.0","3045.0"
"Oud","P.J. ",,"1917","6","15","algemeen","Den Helder","3222","9953","1.0","3106.0"
"Panhuys","C.A.E.A. van",,"1852","11","10","tussentijds","Zutphen","891","2232","1.0","684.0"
"Passtoors","W.C.J. ",,"1901","2","22","tussentijds","Beverwijk","2977","7104","1.0","2895.0"
"Passtoors","W.C.J. ",,"1901","6","14","algemeen","Beverwijk","3885","8381","1.0","3850.0"
"Passtoors","W.C.J. ",,"1905","6","16","algemeen","Beverwijk","5374","11021","1.0","5031.0"
"Passtoors","W.C.J. ",,"1909","6","11","algemeen","Beverwijk","6228","13306","1.0","5608.0"
"Patijn","J.G. ",,"1877","6","12","tussentijds","Gouda","1132","3717","1.0","1119.0"
"Patijn","J.G. ",,"1879","6","24","herstemming","Gouda","1395","3649","1.0","1243.0"
"Patijn","J.G. ",,"1888","3","20","herstemming","Schiedam","1328","2671","1.0","1216.0"
"Patijn","R.J.H. ",,"1905","6","28","herstemming","Zierikzee","3709","7412","1.0","3505.0"
"Patijn","R.J.H. ",,"1909","6","11","algemeen","Zierikzee","3944","8284","1.0","3812.0"
"Patijn","R.J.H. ",,"1913","6","17","algemeen","Zierikzee","4361","8974","1.0","4065.0"
"Pierson","N.G. ",,"1897","4","9","tussentijds","Delft","632","3275","1.0","554.0"
"Pierson","N.G. ",,"1897","6","25","herstemming","Enschede","4539","8778","1.0","4234.0"
"Pierson","N.G. ",,"1905","6","16","algemeen","Gorinchem","3506","7594","1.0","3454.0"
"Pijls","W.H. ",,"1869","6","22","herstemming","Roermond","1000","1893","1.0","883.0"
"Pijnacker Hordijk","J.M. ",,"1891","6","9","algemeen","Den Haag","3222","8314","3.0","3144.0"
"Pijnacker Hordijk","J.M. ",,"1894","5","25","herstemming","Den Haag","2922","8494","1.0","2921.0"
"Pijnacker Hordijk","J.M. ",,"1897","6","25","herstemming","Den Haag III","2407","5586","1.0","2122.0"
"Pijnacker Hordijk","J.M. ",,"1901","6","14","algemeen","Den Haag III","2434","7014","1.0","2266.0"
"Pijnappel","M.J. ",,"1866","11","13","herstemming","Amsterdam","1650","4249","3.0","1337.0"
"Pijnappel","M.J. ",,"1868","1","22","algemeen","Amsterdam","1536","4322","6.0","1454.0"
"Pijnappel","M.J. ",,"1894","4","24","herstemming","Amsterdam","5437","23112","4.0","5187.0"
"Pijnappel","M.J. ",,"1897","6","25","herstemming","Amsterdam I","2228","4760","1.0","1670.0"
"Plate","A. ",,"1893","1","3","tussentijds","Rotterdam","1460","8394","1.0","1128.0"
"Plate","A. ",,"1894","4","10","algemeen","Rotterdam","3428","8422","5.0","2487.0"
"Plate","A. ",,"1905","6","28","herstemming","Rotterdam IV","3422","7223","1.0","3240.0"
"Poel","J.D. van der",,"1853","5","17","algemeen","Dordrecht","744","2169","2.0","734.0"
"Poel","J.D. van der",,"1853","7","2","tussentijds","Dordrecht","814","2169","1.0","708.0"
"Poel","J.D. van der",,"1856","6","24","herstemming","Dordrecht","653","2227","1.0","616.0"
"Poel","J.D. van der",,"1862","11","24","herstemming","Gorinchem","970","2969","1.0","934.0"
"Poelman","A.L. ",,"1891","7","9","tussentijds","Veendam","983","2919","1.0","922.0"
"Polak","H. ",,"1913","7","24","tussentijds","Amsterdam III","4831","16516","1.0","4627.0"
"Pollema","H. ",,"1909","6","11","algemeen","Gorinchem","3806","8298","1.0","3654.0"
"Pompe van Meerdervoort","J.J. ",,"1881","6","14","periodiek","Goes","1358","2717","1.0","984.0"
"Pompe van Meerdervoort","J.J. ",,"1884","10","28","algemeen","Goes","1289","2741","2.0","939.0"
"Pompe van Meerdervoort","J.J. ",,"1901","6","14","algemeen","Zierikzee","2713","5919","1.0","2588.0"
"Poolman","W. ",,"1860","4","3","herstemming","Amsterdam","1095","4318","1.0","941.0"
"Poorter","J.H.H. de",,"1850","9","11","herstemming","Den Bosch","830","2817","1.0","827.0"
"Poorter","J.H.H. de",,"1852","6","8","periodiek","Den Bosch","934","2800","1.0","769.0"
"Poorter","J.H.H. de",,"1853","5","31","herstemming","Den Bosch","1074","2805","1.0","840.0"
"Poorter","J.H.H. de",,"1856","6","24","herstemming","Den Bosch","1130","2743","1.0","855.0"
"Poorter","J.H.H. de",,"1860","6","12","periodiek","Den Bosch","955","2720","1.0","497.0"
"Poorter","J.H.H. de",,"1864","6","14","periodiek","Den Bosch","954","2893","1.0","498.0"
"Poortman","K.A. ",,"1848","11","30","algemeen","Schiedam","446","751","1.0","304.0"
"Poortman","K.A. ",,"1850","8","27","algemeen","Delft","1161","2548","2.0","924.0"
"Poortman","K.A. ",,"1852","6","8","periodiek","Delft","953","2549","1.0","587.0"
"Poortman","K.A. ",,"1857","3","31","herstemming","Alkmaar","888","2908","1.0","867.0"
"Poortman","K.A. ",,"1858","6","8","periodiek","Alkmaar","700","2962","1.0","538.0"
"Poortman","K.A. ",,"1862","6","10","periodiek","Alkmaar","606","3138","1.0","586.0"
"Provo Kluit","H. ",,"1850","10","31","tussentijds","Amsterdam","760","3525","1.0","654.0"
"Pyttersen","H. ",,"1891","7","21","herstemming","Schoterland","1106","2861","1.0","1084.0"
"Pyttersen","H. ",,"1894","4","10","algemeen","Schoterland","834","2832","1.0","467.0"
"Pyttersen","H. ",,"1897","8","3","herstemming","Leeuwarden","1941","5366","1.0","1805.0"
"Quarles van Ufford","J.H.J. ",,"1897","2","10","herstemming","Hilversum","1060","4110","1.0","1047.0"
"Raadt","G.A. de",,"1852","6","22","herstemming","Dordrecht","596","2123","1.0","532.0"
"Raadt","G.A. de",,"1860","2","28","herstemming","Dordrecht","669","2037","1.0","577.0"
"Raadt","G.A. de",,"1862","6","10","periodiek","Dordrecht","471","2063","1.0","328.0"
"Raadt","G.A. de",,"1866","6","12","periodiek","Dordrecht","744","2165","1.0","711.0"
"Raadt","G.A. de",,"1866","11","13","herstemming","Dordrecht","995","2165","2.0","939.0"
"Raalte","E.E. van",,"1897","4","27","tussentijds","Rotterdam","1456","8323","1.0","757.0"
"Raalte","E.E. van",,"1897","6","25","herstemming","Rotterdam V","1862","3355","1.0","1359.0"
"Raalte","E.E. van",,"1901","6","27","herstemming","Rotterdam V","1683","3983","1.0","1371.0"
"Raalte","E.E. van",,"1905","6","28","herstemming","Rotterdam V","2523","5431","1.0","2319.0"
"Raalte","E.E. van",,"1913","6","25","herstemming","Middelburg","5521","11293","1.0","5314.0"
"Raalte","E.E. van",,"1917","6","15","algemeen","Middelburg","4448","11885","1.0","2880.0"
"Ram","L.D.J.L. de",,"1888","3","20","herstemming","Bergen op Zoom","1303","2860","1.0","1233.0"
"Ram","L.D.J.L. de",,"1891","6","9","algemeen","Bergen op Zoom","967","2904","1.0","581.0"
"Ram","L.D.J.L. de",,"1894","4","10","algemeen","Bergen op Zoom","758","2918","1.0","455.0"
"Ram","L.D.J.L. de",,"1897","6","15","algemeen","Bergen op Zoom","3577","6406","1.0","2351.0"
"Ram","L.D.J.L. de",,"1901","6","14","algemeen","Bergen op Zoom","2696","6482","1.0","1614.0"
"Ram","L.D.J.L. de",,"1905","6","16","algemeen","Bergen op Zoom","3116","7219","1.0","2005.0"
"Ram","L.D.J.L. de",,"1909","6","11","algemeen","Bergen op Zoom","3124","7881","1.0","2631.0"
"Randwijck","L.N. graaf van",,"1849","1","4","herstemming","Hoogeveen","409","940","1.0","334.0"
"Ranitz","S.M.S. de",,"1884","11","11","herstemming","Zutphen","1655","3470","1.0","1627.0"
"Ranitz","S.M.S. de",,"1886","6","15","algemeen","Zutphen","1927","3746","2.0","1786.0"
"Ranitz","S.M.S. de",,"1887","9","1","algemeen","Zutphen","1729","3727","2.0","1628.0"
"Ras","M. de",,"1892","7","12","herstemming","Maastricht","1167","2496","1.0","1041.0"
"Ras","M. de",,"1894","4","10","algemeen","Maastricht","620","2460","1.0","325.0"
"Ras","M. de",,"1897","6","15","algemeen","Maastricht","1785","4073","1.0","1354.0"
"Ras","M. de",,"1900","3","2","tussentijds","Maastricht","956","4549","1.0","830.0"
"Ras","M. de",,"1901","6","14","algemeen","Maastricht","2522","4995","1.0","1670.0"
"Reede van Oudtshoorn","J.F. baron van",,"1853","5","17","algemeen","Amersfoort","1393","3016","2.0","1211.0"
"Reede van Oudtshoorn","J.F. baron van",,"1856","6","24","herstemming","Amersfoort","1117","3022","1.0","1028.0"
"Reekers","F.J.M.A. ",,"1878","3","19","tussentijds","Haarlemmermeer","518","1465","1.0","499.0"
"Reekers","F.J.M.A. ",,"1879","6","24","herstemming","Haarlemmermeer","673","1493","1.0","648.0"
"Reekers","F.J.M.A. ",,"1883","6","12","periodiek","Haarlemmermeer","604","1615","1.0","591.0"
"Reekers","F.J.M.A. ",,"1884","10","28","algemeen","Haarlemmermeer","625","1640","1.0","601.0"
"Reekers","F.J.M.A. ",,"1886","6","29","herstemming","Haarlemmermeer","845","1761","1.0","766.0"
"Reekers","F.J.M.A. ",,"1887","9","1","algemeen","Haarlemmermeer","674","1741","1.0","356.0"
"Reekers","F.J.M.A. ",,"1888","3","6","algemeen","Druten","1663","2947","1.0","1202.0"
"Reekers","F.J.M.A. ",,"1888","3","20","herstemming","Haarlemmermeer","1759","3595","1.0","1481.0"
"Reekers","F.J.M.A. ",,"1891","6","23","herstemming","Haarlemmermeer","1641","3718","1.0","1517.0"
"Reenen","G.C.J. van",,"1856","7","29","tussentijds","Leiden","988","2824","1.0","522.0"
"Reenen","G.C.J. van",,"1858","4","27","tussentijds","Amsterdam","839","4033","1.0","441.0"
"Reenen","G.C.J. van",,"1858","6","8","periodiek","Amsterdam","1156","4033","3.0","606.0"
"Reenen","G.C.J. van",,"1862","6","10","periodiek","Amsterdam","1376","4570","3.0","704.0"
"Reenen","G.C.J. van",,"1866","6","12","periodiek","Amsterdam","1597","4249","3.0","819.0"
"Reenen","G.C.J. van",,"1866","10","30","algemeen","Amsterdam","3032","4249","6.0","1656.0"
"Reenen","G.C.J. van",,"1868","1","22","algemeen","Amsterdam","2785","4322","6.0","1454.0"
"Reenen","G.C.J. van",,"1870","2","8","tussentijds","Amsterdam","1216","3964","1.0","1025.0"
"Reenen","G.C.J. van",,"1870","2","8","tussentijds","Amsterdam","1039","3964","1.0","1025.0"
"Reenen","G.C.J. van",,"1871","6","13","periodiek","Amsterdam","1216","3959","3.0","1204.0"
"Rees","O. van",,"1872","8","1","tussentijds","Rotterdam","834","2586","1.0","615.0"
"Rees","O. van",,"1878","6","11","herstemming","Arnhem","1201","3152","1.0","918.0"
"Rees","O. van",,"1880","9","7","herstemming","Rotterdam","1098","3551","1.0","1042.0"
"Rees","O. van",,"1883","6","12","periodiek","Rotterdam","1065","3732","1.0","948.0"
"Reinders","G. ",,"1848","12","11","herstemming","Onderdendam","559","1568","1.0","361.0"
"Reinders","G. ",,"1850","8","27","algemeen","Zuidhorn","456","1482","1.0","324.0"
"Reinders","G. ",,"1852","6","8","periodiek","Zuidhorn","504","1512","1.0","289.0"
"Reinders","G. ",,"1853","5","17","algemeen","Zuidhorn","382","1493","1.0","299.0"
"Reinders","G. ",,"1854","6","13","periodiek","Zuidhorn","440","1493","1.0","312.0"
"Reinders","G. ",,"1858","6","8","periodiek","Zuidhorn","391","1567","1.0","281.0"
"Reinders","G. ",,"1862","6","10","periodiek","Zuidhorn","411","1713","1.0","220.0"
"Reinders","G. ",,"1866","6","12","periodiek","Zuidhorn","267","1341","1.0","233.0"
"Reinders","G. ",,"1866","10","30","algemeen","Zuidhorn","446","1341","1.0","354.0"
"Reinders","G. ",,"1868","1","22","algemeen","Zuidhorn","368","1368","1.0","300.0"
"Rethaan Macaré","A.J. ",,"1896","10","6","tussentijds","Haarlem","959","2826","1.0","721.0"
"Rethaan Macaré","A.J. ",,"1897","6","15","algemeen","Haarlem","2295","4791","1.0","1952.0"
"Reuther","A.E. ",,"1883","6","12","tussentijds","Nijmegen","1425","2964","1.0","942.0"
"Reuther","A.E. ",,"1884","10","28","algemeen","Nijmegen","1400","2929","2.0","896.0"
"Reuther","A.E. ",,"1886","6","15","algemeen","Nijmegen","1641","3161","2.0","1091.0"
"Reuther","A.E. ",,"1887","9","1","algemeen","Nijmegen","1165","3150","2.0","711.0"
"Reuther","A.E. ",,"1888","3","6","algemeen","Nijmegen","1249","2736","1.0","849.0"
"Reyne","K. ",,"1905","6","28","herstemming","Kampen","3210","6791","1.0","3169.0"
"Ridder","N. de",,"1901","10","3","tussentijds","Wijk bij Duurstede","2414","6509","1.0","1684.0"
"Ridder","N. de",,"1905","6","16","algemeen","Wijk bij Duurstede","4233","7715","1.0","3214.0"
"Ridder","N. de",,"1909","6","11","algemeen","Wijk bij Duurstede","4409","8277","1.0","3027.0"
"ridder van Rappard","W.L.F.C. ",,"1853","6","6","tussentijds","Amersfoort","1121","3016","1.0","1019.0"
"ridder van Rappard","W.L.F.C. ",,"1854","6","13","periodiek","Amersfoort","879","3016","1.0","818.0"
"ridder van Rappard","H.A. ",,"1866","10","30","algemeen","Zutphen","1193","2763","2.0","1128.0"
"ridder van Rappard","H.A. ",,"1874","9","29","herstemming","Tiel","1238","2934","1.0","1130.0"
"ridder van Rappard","H.A. ",,"1876","1","11","tussentijds","Tiel","1056","2988","1.0","549.0"
"Rijckevorsel Hz.","A. van",,"1848","11","30","algemeen","Rotterdam II","195","339","1.0","150.0"
